Time,E,EMax,P,PMax,PForced,Agility
1,0.0,5.918985,0.0,0.916883,0.0,92.5444489645898
2,0.0,5.918985,0.0,0.916883,0.0,91.5444489645898
3,0.0,5.918985,0.0,0.916883,0.0,90.5444489645898
4,0.0,5.918985,0.0,0.916883,0.0,89.5444489645898
5,0.0,5.918985,0.0,0.916883,0.0,88.5444489645898
6,0.0,5.918985,0.0,0.916883,0.0,87.5444489645898
7,0.0,5.918985,0.0,0.916883,0.0,86.5444489645898
8,0.0,5.918985,0.0,0.916883,0.0,85.5444489645898
9,0.0,5.918985,0.0,0.916883,0.0,84.5444489645898
10,0.0,5.918985,0.0,0.916883,0.0,83.5444489645898
11,0.0,5.918985,0.0,0.916883,0.0,82.5444489645898
12,0.0,5.918985,0.0,0.916883,0.0,81.5444489645898
13,0.0,5.918985,0.0,0.916883,0.0,80.5444489645898
14,0.0,5.918985,0.0,0.916883,0.0,79.5444489645898
15,0.0,5.918985,0.0,0.916883,0.0,78.5444489645898
16,0.0,5.918985,0.0,0.916883,0.0,77.5444489645898
17,0.0,5.918985,0.0,0.916883,0.0,76.5444489645898
18,0.0,5.918985,0.0,0.916883,0.0,75.5444489645898
19,0.0,5.918985,0.0,0.916883,0.0,74.5444489645898
20,0.0,5.918985,0.0,0.916883,0.0,73.5444489645898
21,0.0,5.918985,0.0,0.916883,0.0,72.5444489645898
22,0.0,5.918985,0.0,0.916883,0.0,71.5444489645898
23,0.0,5.918985,0.0,0.916883,0.0,70.5444489645898
24,0.0,5.918985,0.0,0.916883,0.0,69.5444489645898
25,0.0,5.918985,0.0,0.916883,0.0,68.5444489645898
26,0.0,5.918985,0.0,0.916883,0.0,67.5444489645898
27,0.0,5.918985,0.0,0.916883,0.0,66.5444489645898
28,0.0,5.918985,0.0,0.916883,0.0,65.5444489645898
29,0.0,5.918985,0.0,0.916883,0.0,64.5444489645898
30,0.0,5.918985,0.0,0.916883,0.0,63.54444896458981
31,0.0,5.918985,0.916883,0.916883,0.0,62.54444896458981
32,0.916883,5.918985,0.0,0.916883,0.0,62.54444896458981
33,0.916883,5.918985,0.0,0.916883,0.0,61.54444896458981
34,0.916883,5.918985,0.0,0.916883,0.0,60.54444896458981
35,0.916883,5.918985,0.0,0.916883,0.0,59.54444896458981
36,0.916883,5.918985,0.0,0.916883,0.0,58.54444896458981
37,0.916883,5.918985,0.0,0.916883,0.0,57.54444896458981
38,0.916883,5.918985,0.0,0.916883,0.0,56.54444896458981
39,0.916883,5.918985,0.0,0.916883,0.0,55.54444896458981
40,0.916883,5.918985,0.0,0.916883,0.0,54.54444896458981
41,0.916883,5.918985,0.0,0.916883,0.0,53.54444896458981
42,0.916883,5.918985,0.916883,0.916883,0.0,52.54444896458981
43,1.833766,5.918985,0.0,0.916883,0.0,52.54444896458981
44,1.833766,5.918985,0.0,0.916883,0.0,51.54444896458981
45,1.833766,5.918985,0.0,0.916883,0.0,50.54444896458981
46,1.833766,5.918985,0.0,0.916883,0.0,49.54444896458981
47,1.833766,5.918985,0.0,0.916883,0.0,48.54444896458981
48,1.833766,5.918985,0.0,0.916883,0.0,47.54444896458981
49,1.833766,5.918985,0.0,0.916883,0.0,46.54444896458981
50,1.833766,5.918985,0.0,0.916883,0.0,45.54444896458981
51,1.833766,5.918985,0.0,0.916883,0.0,44.54444896458981
52,1.833766,5.918985,0.0,0.916883,0.0,43.54444896458981
53,1.833766,5.918985,0.0,0.916883,0.0,42.54444896458981
54,1.833766,5.918985,0.0,0.916883,0.0,41.54444896458981
55,1.833766,5.918985,0.0,0.916883,0.0,40.54444896458981
56,1.833766,5.918985,0.0,0.916883,0.0,39.54444896458981
57,1.833766,5.918985,0.0,0.916883,0.0,38.54444896458981
58,1.833766,5.918985,0.0,0.916883,0.0,37.54444896458981
59,1.833766,5.918985,0.0,0.916883,0.0,36.54444896458981
60,1.833766,5.918985,0.0,0.916883,0.0,35.54444896458981
61,1.833766,5.918985,0.0,0.916883,0.0,34.54444896458981
62,1.833766,5.918985,0.0,0.916883,0.0,33.54444896458981
63,1.833766,5.918985,0.0,0.916883,0.0,32.54444896458981
64,1.833766,5.918985,0.916883,0.916883,0.0,31.54444896458981
65,2.750649,5.918985,0.0,0.916883,0.0,31.54444896458981
66,2.750649,5.918985,0.0,0.916883,0.0,30.54444896458981
67,2.750649,5.918985,0.0,0.916883,0.0,29.54444896458981
68,2.750649,5.918985,0.916883,0.916883,0.0,28.54444896458981
69,3.667532,5.918985,0.0,0.916883,0.0,28.54444896458981
