Time,E,EMax,P,PMax,PForced,Agility
1,0.0,4.938781,0.0,0.827529,0.0,93.03189374632188
2,0.0,4.938781,0.0,0.827529,0.0,92.03189374632188
3,0.0,4.938781,0.0,0.827529,0.0,91.03189374632188
4,0.0,4.938781,0.0,0.827529,0.0,90.03189374632188
5,0.0,4.938781,0.0,0.827529,0.0,89.03189374632188
6,0.0,4.938781,0.0,0.827529,0.0,88.03189374632188
7,0.0,4.938781,0.0,0.827529,0.0,87.03189374632188
8,0.0,4.938781,0.0,0.827529,0.0,86.03189374632188
9,0.0,4.938781,0.0,0.827529,0.0,85.03189374632188
10,0.0,4.938781,0.0,0.827529,0.0,84.03189374632188
11,0.0,4.938781,0.0,0.827529,0.0,83.03189374632188
12,0.0,4.938781,0.0,0.827529,0.0,82.03189374632188
13,0.0,4.938781,0.0,0.827529,0.0,81.03189374632188
14,0.0,4.938781,0.0,0.827529,0.0,80.03189374632188
15,0.0,4.938781,0.0,0.827529,0.0,79.03189374632188
16,0.0,4.938781,0.0,0.827529,0.0,78.03189374632188
17,0.0,4.938781,0.0,0.827529,0.0,77.03189374632188
18,0.0,4.938781,0.0,0.827529,0.0,76.03189374632188
19,0.0,4.938781,0.0,0.827529,0.0,75.03189374632188
20,0.0,4.938781,0.0,0.827529,0.0,74.03189374632188
21,0.0,4.938781,0.0,0.827529,0.0,73.03189374632188
22,0.0,4.938781,0.0,0.827529,0.0,72.03189374632188
23,0.0,4.938781,0.0,0.827529,0.0,71.03189374632188
24,0.0,4.938781,0.0,0.827529,0.0,70.03189374632188
25,0.0,4.938781,0.0,0.827529,0.0,69.03189374632188
26,0.0,4.938781,0.0,0.827529,0.0,68.03189374632188
27,0.0,4.938781,0.0,0.827529,0.0,67.03189374632188
28,0.0,4.938781,0.0,0.827529,0.0,66.03189374632188
29,0.0,4.938781,0.0,0.827529,0.0,65.03189374632188
30,0.0,4.938781,0.0,0.827529,0.0,64.03189374632188
31,0.0,4.938781,0.0,0.827529,0.0,63.031893746321884
32,0.0,4.938781,0.0,0.827529,0.0,62.031893746321884
33,0.0,4.938781,0.5200000000000014,0.827529,0.0,61.031893746321884
34,0.5200000000000014,4.938781,0.0,0.827529,0.0,60.66027051619943
35,0.5200000000000014,4.938781,0.0,0.827529,0.0,59.66027051619943
36,0.5200000000000014,4.938781,0.0,0.827529,0.0,58.66027051619943
37,0.5200000000000014,4.938781,0.0,0.827529,0.0,57.66027051619943
38,0.5200000000000014,4.938781,0.0,0.827529,0.0,56.66027051619943
39,0.5200000000000014,4.938781,0.0,0.827529,0.0,55.66027051619943
40,0.5200000000000014,4.938781,0.0,0.827529,0.0,54.66027051619943
41,0.5200000000000014,4.938781,0.0,0.827529,0.0,53.66027051619943
42,0.5200000000000014,4.938781,0.0,0.827529,0.0,52.66027051619943
43,0.5200000000000014,4.938781,0.827529,0.827529,0.0,51.66027051619943
44,1.3475290000000013,4.938781,0.0,0.827529,0.0,51.66027051619943
45,1.3475290000000013,4.938781,0.0,0.827529,0.0,50.66027051619943
46,1.3475290000000013,4.938781,0.0,0.827529,0.0,49.66027051619943
47,1.3475290000000013,4.938781,0.0,0.827529,0.0,48.66027051619943
48,1.3475290000000013,4.938781,0.0,0.827529,0.0,47.66027051619943
49,1.3475290000000013,4.938781,0.0,0.827529,0.0,46.66027051619943
50,1.3475290000000013,4.938781,0.0,0.827529,0.0,45.66027051619943
51,1.3475290000000013,4.938781,0.0,0.827529,0.0,44.66027051619943
52,1.3475290000000013,4.938781,0.0,0.827529,0.0,43.66027051619943
